text,label
"Verizon, Qwest Ask Court to Block Rules. Verizon and Qwest asked a federal court to block temporary rules forcing the companies to lease phone lines to rivals for at least another six months. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-Reuters&lt;/B&gt;&lt;/FONT&gt;",Sci_Tech
"AirTran, Southwest seek Midway gates. AirTran and Southwest emerged Thursday as the leading airline bidders for valuable gates at Chicago #39;s Midway Airport, where troubled discounter ATA is selling assets for cash.",Business
Arafat #39;s condition improves. An aide to Yasser Arafat said yesterday that the Palestinian leader #39;s condition was improving after treatment by doctors in Paris.,World
"Adams and Paisley Edge Towards Peace Deal. Gerry Adams shook the hand of Northern Ireland Chief Constable Hugh Orde in Tony Blairs Downing Street office today, as the republican leadership and the Reverend",World
"WTO hits US with sanctions. The World Trade Organization imposed penalties yesterday on exports ranging from apples to textiles, escalating a trade dispute the Bush administration has tried to defuse by unsuccessfully urging Congress to repeal legislation aimed at protecting US steel makers.",Business
"Williams Claims First Title in 6 Months. BEIJING - Serena Williams erased a match point in the second set and came all the way back to beat U.S. Open champion Svetlana Kuznetsova 4-6, 7-5, 6-4 Sunday at the China Open for her first title in six months...",World
"Hurricane season 2004: The year Florida #39;s luck ran out. After dodging hurricanes for a generation, Palm Beach County and the Treasure Coast got what no soothsayer would have dared predict: two storms striking almost the same spot three weeks apart.",Business
Trinity streaks to 18th straight win. Junior Josh Pitcher and freshman Chandler Barnard combined to pass for 212 yards and three touchdowns yesterday as Trinity rolled to a 36-14 victory over Tufts in a New England Small College Athletic Conference game in Hartford.,Sports
"Navy went to the EV1.net Houston Bowl last year. SAN FRANCISCO -- For only the second time in school history, Navy is going to a bowl in back-to-back seasons. Naval Academy athletic director Chet Gladchuk announced Monday that the team has accepted an invitation",Sports
"Snow Says Strong Dollar #39; Is in America #39;s Interest #39; (Update4). The US supports a strong dollar, #39; #39; Treasury Secretary John Snow said, making his first remarks on the currency since George W. Bush was re-elected president on Nov. 2. We support",Business
"UPDATE 1-Warburg Pincus to buy 2.75 of Kotak Mahindra Bank. The board of India #39;s Kotak Mahindra Bank Ltd. (KTKM.BO: Quote, Profile, Research) has approved an issue of shares representing a 2.75 percent stake to Warburg Pincus International LLC.",Business
"Nintendo #39;s new portable DS a big change from Game Boy. Nintendo believes that when it comes to video games, your fingers want to touch as much as twitch and that two really is better than one.",Sci_Tech
Sparrow song illustrates memory. Sparrows can piece together a complete song from fragments - research that could help with understanding memory.,Sci_Tech
"Astros roar into share of wild-card lead. Despite being part of eight playoff teams, including five World Series appearances and two championships, Clemens isn #39;t sure he has ever experienced the kind of wave like the one the Astros are currently riding.",Sports
"Hints of Unseen Moons in Saturn's Rings (SPACE.com). SPACE.com - A trio of new observations suggests several tiny, unseen moons orbit Saturn and control the shape of its rings.",Sci_Tech
"EU objects to Microsoft-Time Warner ContentGuard deal. BRUSSELS -- The European Commission has issued a formal set of objections to Microsoft Corp. and Time Warner Inc. taking control of ContentGuard Holdings Inc., a digital rights management (DRM) company, according to sources familiar with the case.",Sci_Tech
"Westwood passes upstart Bishops. MILTON -- It was a game of impersonations. The special teams units from both teams looked like Charlie Brown in the Peanuts comic strip, whiffing every time they tried to kick the ball. Westwood quarterback Jeff White ran like scrambling Michael Vick of the Atlanta Falcons, and the Archbishop Williams offense attempted an imitation of their Super Bowl foes. In ...",Sports
"Utah firm acquiring KTAR in radio deal. Bonneville International Corp. of Salt Lake City will acquire KTAR, KKLT-FM (98.7) and KMVP-AM (860) from Emmis Communications Corp.",Business
"Cubs Defeat Marlins, 5-1, in NL Showdown. MIAMI - Mark Prior allowed five hits in 7 2-3 innings to out-pitch Carl Pavano, and the Chicago Cubs moved one percentage point ahead of San Francisco atop the NL wild-card standings by beating the Florida Marlins 5-1 in the first game of a doubleheader Monday. Corey Patterson's two-run double in the second inning put the Cubs ahead to stay...",World
"Agassi tries to work major magic at age 34. Can Serena and Venus Williams, who missed the 2003 Open with injuries, re-emerge as the best in the women #39;s game? Venus hasn #39;t won a major in three years, Serena in 14 months.",Sports
UN probing alleged abuse by staff in DRC. The United Nations is investigating around 150 allegations of sexual abuse by UN civilian staff and soldiers in the Democratic Republic of Congo.,World
"Matsushita To Launch World #39;s Largest Plasma TV. TOKYO, SEPT 6: Panasonic brand products maker Matsushita Electric Industrial Co said on Monday it will launch the world #39;s largest plasma display television, with a screen measuring 65-inches diagonally, on Oct 1 in Japan.",Sci_Tech
"Spotlight shines on quarterbacks. They couldn't be more different. One is the prototype quarterback, seemingly built using the create-a-player function from a video game, standing tall in the pocket and firing laser beams across the field.",Sports
"Okocha Calls for Caution, As Allardyce Celebrates. First they beat Liverpool 1-0, then they were held to a 2-2 draw by Manchester United and last weekend, they ended Arsenal #39;s 100 Premiership winning record, when they held their nerves to pull a shock 2-2 draw at Highbury, home of Arsenal.",Sports
"Myanmar #39;s military govt frees number two political prisoner: party &lt;b&gt;...&lt;/b&gt;. YANGON : Myanmar #39;s military government has freed the country #39;s second most prominent political prisoner, student democracy leader Min Ko Naing, an opposition party spokesman told AFP.",World
"Hewlett-Packard buys Synstar. IT services company Synstar plc, of Bracknell, England, has been acquired by Hewlett-Packard Co., of Palo Alto, for about $293.3 million.",Business
Palestinian PM Qorei set for talks in Egypt (AFP). AFP - Palestinian premier Ahmed Qorei is to hold talks with senior officials in Egypt this week over Israel's planned pullout from the Gaza Strip and the possibility of a new truce by armed factions.,World
"Euro Disney Eyes $180 Mln 'Tower of Terror'-Source. PARIS (Reuters) - Euro Disney wants to use part of a planned rights issue to build a gut-wrenching new ""Tower of Terror"" ride that could cost some 150 million euros ( $182.2 million), sources familiar with the situation said.",Sci_Tech
"Death toll rises to 66 from Chinese coal mine explosion as &lt;b&gt;...&lt;/b&gt;. Rescue workers pulled more bodies out of a mine shaft choked with toxic fumes Friday as the death toll in China #39;s worst mining accident this year rose to 66, with 82 workers missing and feared dead.",World
Australia welcomes arrest of embassy bomb suspects. The Australian Government has welcomed the arrests of four key suspects in the bombing of Australia #39;s embassy in Jakarta in September.,World
"Woolworths tops rival pubs offer. Retailer Woolworths raised its bid Thursday for Australian Leisure amp; Hospitality Group (ALH) by 15 percent to Aust. $1.11 billion ( $795 million), topping an offer by private equity firm Newbridge Capital.",Business
"He hurt me:. Carolina Panthers kickoff returner Rod Smart, aka quot;He Hate Me, quot; sprained his left knee Sunday on a kickoff return in the second quarter against the Atlanta Falcons.",Sports
Microsoft CEO: Hackers Getting Smarter (AP). AP - Microsoft Corp.'s chief executive believes it's naive to suggest the software giant can eliminate all security vulnerabilities in its various products even though engineers are trying hard to do so.,Sci_Tech
"Citigroup to Revamp Japan Operations -WSJ. Citigroup is to revamp its Japanese private banking unit, creating a local committee to oversee operations, the Wall Street Journal reported.",Business
"Life-or-Death Question: How Supernovas Happen. Lately, supernovas have become signal events in the life of the cosmos, as told by modern science.",Sci_Tech
Roddick to Lead U.S. Against Spain in Davis Cup Final. NEW YORK (Reuters) - World number two Andy Roddick will lead the U.S. against Spain in the Davis Cup final next month.,Sports
"Aid Flight Delayed After Plane Hits Cow (AP). AP - A Boeing 737 carrying aid for Tsunami victims hit a herd of cows as it landed early Tuesday in Indonesia's devastated Aceh province, forcing the airport to close and delaying relief flights, officials said.",World
Guantanamo terror hearing halted. A US federal court halts proceedings at Guantanamo Bay against a former driver for Osama Bin Laden.,World
"GAME 6: DETROIT 28, NY GIANTS 13. First score: Lions, on an 18-yard touchdown pass from quarterback Joey Harrington to wide receiver Roy Williams in the first quarter.",Sports
"Federal Reserve opens meeting, tipped to raise rates. WASHINGTON (AFP) - US Federal Reserve policymakers met, poised to raise key interest rates to remove some of the cheap-money stimulus washing through the economy.",Business
"Ants use odour, geometry: study. ANTS use angled signposts, using tiny scent markers, to find their way home or follow the path into the wilderness, according to a study published today.",Sci_Tech
"EBay Offers #36;530 Million for Rest of S.Korean Arm (Reuters). Reuters - EBay Inc. offered about #36;530 million to buy the remainder of South Korean affiliate Internet Auction Co. Ltd. as it pushes deeper into Asia, saying key shareholders had accepted a 79 percent increase to an earlier offer.",Sci_Tech
EU judge considers impact of Microsoft dropouts. A European Union judge has summoned all sides for a closed meeting today to consider how to handle the decision by two major opponents of Microsoft to drop out of an antitrust case against the company.,Business
"Electronic Back-Seat Driver System to Be Tested. Australian scientists have invented an electronic driver #39;s assistant system, similar to the back-seat driver who forever points out road signs and warns against speeding.",Sci_Tech
Australian Football: Melbourne sidelined as Brisbane and Port &lt;b&gt;...&lt;/b&gt;. The Australian Football League Grand Final between Brisbane Lions and Port Adelaide on Saturday marks an epoch for Australia #39;s favorite spectator sport.,Sports
"Aziz briefs Pakistani officials. Prime Minister Shaukat Aziz is briefing top Pakistani officials of his talks with India #39;s premier on Kashmir. A meeting of the country #39;s national security council, comprising military and political leaders, is under way in the capital Islamabad.",World
McDonald #39;s CEO says strategy unchanged. McDonald #39;s (MCD) newly appointed Chief Executive Jim Skinner said Friday that there would be no change in strategy at the fast-food chain and a recent physical showed he is in good health.,Business
"Guest Column Addressing Global Imbalances is Within the Realm of &lt;b&gt;...&lt;/b&gt;. THE global economy is slowly recovering, and with it hopes for a sustained period of economic growth in all regions. South Africa #39;s economic future is tied to that of the rest of the world and for this reason",Business
"Premiership: Harry Redknapp quits Portsmouth. Nobody really expected Harry Redknapp to stay at Portsmouth Football Club for very much longer, but the announcement of his decision to resign today (November 24) is perhaps still a little surprising.",Sports
"Conn. Man Charged with Selling Secret Windows Code. NEW YORK (Reuters) - A Connecticut man was arrested on Tuesday on charges that he illegally sold a secret source code used for Microsoft Corp.'s Windows NT 4.0 and Windows 2000 programs, federal prosecutors said.",Sci_Tech
Dell's second-quarter earnings meet expectations. CEO says firm saw no sales slowdown. Could results help calm waters after bad news from HP and Cisco?,Sci_Tech
"Israel Kills 6 Palestinians in Gaza, W.Bank Raids. JABALYA, Gaza Strip (Reuters) - Israeli forces killed six Palestinians including three teenagers on Wednesday as they thrust deep into Gaza to quell rocket fire into Israel and raided two West Bank cities in search of wanted militants.",World
"JackBe's Technology Cuts to the Quick. Several years ago, two Mexican brothers took out credit card loans to start JackBe Corp., providing software that helps companies perform business over the Web more efficiently and securely.",Sci_Tech
"Computer Associates to Fire 800, Trim Product Line (Update3). Computer Associates International Inc., the software maker operating under government oversight after an accounting scandal, will fire 800 workers, or 5 percent of its employees, as the company trims its product line.",Business
"Dozens killed in Baghdad car bomb. More than twenty five people have died after a car bomb exploded in a busy commercial area outside a restaurant in west Baghdad. Husayn al-Shammari, an Iraqi journalist, told Aljazeera: quot;A car bomb detonated",Sci_Tech
"Fed having a change of space. Apparently the mammoth Federal Reserve building going up at 1801 Allen Parkway didn #39;t need to be quite so big after all. It turns out that a portion of the 300,000-square-foot property originally",Business
Brazilian Soldier Wounded in Haiti Unrest. A Brazilian soldier with the UN peacekeeping force in Haiti was shot and wounded Saturday when peacekeepers and local police faced gunfire in a crackdown on armed gangs in the Haitian capital.,World
Ratings Lowest Ever for Open Men's Final (AP). AP - Roger Federer's dominant win over Lleyton Hewitt was the lowest-rated U.S. Open men's final ever.,Sports
"Nets sign Lawrence Frank to 4-year contract extension. A day after signing his first long-term contract as an NBA head coach, Lawrence Frank wasn #39;t in a mood to celebrate. Between the joy of extending his childhood dream and the news conference to announce it",Sports
"News: Technology Already Exists to Stabilize Global Warming. Existing technologies could stop the escalation of global warming for 50 years and work on implementing them can begin immediately, according to an analysis by Princeton University scientists. (Princeton University press release)",Sci_Tech
"Report: Delta Reaches Deal with Pilots. NEW YORK (Reuters) - Delta Airlines has reached a tentative agreement with its pilots union on wage and benefit cuts aimed at avoiding a bankruptcy filing, The Wall Street Journal said in a report late Wednesday on its Web site.",Business
"Cooking up a digital future. The future kitchen gadgets that could make life easier in the kitchen, say MIT researchers.",Sci_Tech
"How young Hughes impressed Saint. When Bill Shankly signed this young lad from Blackpool, we couldn #39;t believe the energy this boy had, he was always in the front of the queue at training.",Sports
"Jaguar to axe 1,150 jobs. Hard-pressed luxury marque Jaguar says it will cut about 1,150 jobs at its main plant in Coventry in a bid to return to profits, in another blow to Britain #39;s fading glory as a carmaking centre.",Business
"Arafat #39;s immediate successor a moderate. Rauhi Fattouh, the man chosen as Yasser Arafat #39;s immediate successor as Palestinian Authority president, is a 55-year-old moderate who only became parliament speaker six months ago.",World
"Oil Slips Below #36;46, Supply Woes Persist (Reuters). Reuters - U.S. oil prices slid below #36;46 on Tuesday, marking the third successive session of falls as Iraqi exports returned to near normal, although supply uncertainties kept the market close to historic levels.",Business
"US takes Airbus dispute to WTO. The US government asks the World Trade Organisation to step in to stop EU member states from ""subsidising"" planemaker Airbus.",Business
Schwab posts loss in quarter. Discount brokerage Charles Schwab Corp. suffered a $41 million loss during its fiscal third quarter as it absorbed costs from job cuts and other restructuring steps it hopes will reverse a protracted slump.,Business
"Howard records fourth poll win. SYDNEY: Australian Prime Minister John Howard, a key US ally and supporter of the Iraq war, resoundingly beat centre-left opposition Labour at a national election yesterday to win a fourth straight term in office.",World
Terror suspects appeal to Law Lords. Nine foreign terror suspects held indefinitely without charge in Britain will challenge their detention before the country #39;s highest court today.,World
"Square Enix, Gamemakers Count on Sony, Nintendo to Boost Sales. Square Enix, the world #39;s biggest maker of role-playing computer games, and rivals including Koei Co. are counting on the new consoles from Japan #39;s Sony Corp.",Sci_Tech
"Pepsi Bottling 3rd-Qtr Profit Rises 4.4 on Juices (Update2). Pepsi Bottling Group Inc., the world #39;s largest distributor of PepsiCo Inc. beverages, said third- quarter earnings rose 4.4 percent on new Tropicana juice drinks and sales in Europe.",Business
"Prosecutors seize Yukos records. Russian prosecutors seize financial documents for the last two years from oil producer Yukos, raising fears of fresh tax demands.",Business
Nobel laureate and DNA pioneer Maurice Wilkins dies. LONDON One of the scientists involved in the discovery of the double helix structure of DNA has died. Maurice Wilkins shared the Nobel Prize for Medicine in 1962 for his role in what #39;s considered one of the most important discoveries in science.,Sci_Tech
US shrugs off report of ransom. The Bush administration yesterday gave Italy the benefit of the doubt amid reports that Rome had paid a terrorist group in Iraq a $1 million ransom to secure the release of two Italian hostages.,World
"Chinese finance minister says nine per cent economic growth acceptable (Canadian Press). Canadian Press - BEIJING (AP) - China's finance minister says economic growth of nine per cent this year would be acceptable, state television reported this week in the first acknowledgment by a senior official that growth might exceed the government's target of seven per cent.",World
"Pizarro inches Bayern closer to Bundesliga lead. Munich, Germany (Sports Network) - Claudio Pizarro returned from injury and scored twice in Bayern Munich #39;s 2-0 win over Bundesliga leaders Wolfsburg.",Sports
"Can IBM quot;Change the Game quot; in Storage?. Big Blue, now No. 3 in this hot market, is launching a new product line that has the potential to shake up the industry. Over the past four years, IBM (IBM ) used its engineering chops to take the lead in the",Sci_Tech
"U.S. Stocks Open Lower as Oil Looms. NEW YORK (Reuters) - U.S. stocks opened lower on Monday as oil prices climbed higher, while a thinly staffed Wall Street awaited Friday's jobs figures and remained wary with the Republican National Convention getting underway in New York City amid heightened security concerns.",Business
"Tigers lost his stripes, and everyone knows that now. Nobody inside golf thinks Tiger Woods is the best player in the world anymore. Or the second best. Or perhaps even third. But now that truth is painfully official.",Sports
UK PRESS: HSBC Interested In $3B Federated Card Ops. LONDON (Dow Jones)--HSBC Holdings PLC (HBC) has expressed an interest in the $3 billion store and credit card operations of Federated Department Stores Inc.,Business
Kroes Vows to Be Tough on Big Business. The European Union #39;s new antitrust chief Neelie Kroes used her first major rulings Thursday to make plain her aversion to cartels and reject suspicions that she would bow to the interests of big business.,Business
Year-by-year leaders. J.J. Sullivan gives Tyngsboro its first Eastern Massachusetts scoring leader. Following are the year-by-year scoring leaders for EMass. Year Name School Points 2003 J.J. Sullivan Tyngsboro 208 2002 Gerard Festa St. Mary's 199 2001 Jeff Ross Lowell 166 2000 Stephen Grillo Savio Prep 310 1999 Chris Piscione Chelmsford 168 1998 Brian Fabrizio Norwell 269 1997 Sharif Hartgrove Madison Park 210 ...,Sports
"Commercial Demand and Europeans Drive PC Sales. By MARK JEWELL BOSTON (AP) -- Worldwide shipments of personal computers grew nearly 12 percent in the third quarter, driven by strong European sales and rising commercial demand, according to IDC, a research company that tracks shipments. A PC shipments report released Monday by another firm, Gartner, Inc., reported quarterly growth of 9.7 percent, with lower-than-expected U.S...",Sci_Tech
"Airbus shareholders OK A350. Airbus has received approval from its shareholders, EADS and BAE Systems to begin making firm commercial offers to launch customers for two new members of its wide-body Family.",Business
"Hearing to decide if gymnast Hamm will keep gold medal. Paul Hamm traded his warm-up suit for a real suit Monday and shook hands with the man who wants to take away his gold medal. He then settled in for an 11 1/2 -hour hearing that will determine, once and for",Sports
In the frame. OPINIONS were split in the Australian camp over the future of Brett Lee last night following a maverick selection push by captain Ricky Ponting.,Sports
"Amnesty Condemns U.S. for War on Terror Torture (Reuters). Reuters - The United States has manifestly failed to uphold obligations to reject torture and cruel, inhuman or degrading behavior in the ""war on terror"" launched after Sept. 11, 2001, Amnesty International said on Wednesday.",World
"Airlines Expect $5 Bln Loss in '04 --IATA. GENEVA (Reuters) - International airlines are heading for a near $5 billion loss this year, largely due to the oil price rise, the chief economist of the industry's global body IATA said on Tuesday.",Business
"Spitzer alleges insurance broker demanded kickbacks. State Attorney General Eliot Spitzer sued the world #39;s largest insurance broker and lodged criminal charges against two insurance executives, accusing the brokerage of taking improper payments to steer business to certain companies.",Business
"Pacers exercise option on reserve guard Jones. INDIANAPOLIS -- The Indiana Pacers exercised their option for reserve guard Fred Jones on Thursday, extending his contract through the 2005-06 season.",Sports
"Wipro second-quarter net profit soars 79 percent (AFP). AFP - India's third-largest software exporter, Wipro, said second quarter net profit jumped 79 percent as sales rose 44 percent, beating both the market's and the company's expectations.",Sci_Tech
"Hamas Gunmen Vow More Attacks on Israel. JEBALIYA REFUGEE CAMP, Gaza Strip - Israeli troops and aircraft hit hard at Palestinian militants Saturday, killing at least 10 on the third bloody day of a massive Israeli incursion into the Gaza Strip's largest refugee camp, as masked Hamas gunmen vowed more rocket attacks on Israeli towns. About 2,000 soldiers have taken control of a 5-mile-deep chunk of northern Gaza to counter militants firing homemade rockets into Israel...",World
"World Bank in Caribbean to Assess Damage from Ivan. The president of the World Bank says his staff is in the Caribbean to assess the damage caused there by Hurricane Ivan, and to ensure that the international financial community provides swift and coordinated relief.",World
"Gas Prices Dip to Average #36;1.96 a Gallon (Reuters). Reuters - The price of a gallon of gasoline in the United States fell over the last two weeks during a seasonally slow consumption period, according to an industry analyst.",Business
Eriksson open armed for Rio #39;s return. Rio Ferdinand has been hailed as a potential England captain with Sven-Goran Eriksson tipping the Manchester United defender to follow in the footsteps of Bobby Moore.,Sports
Jaguar workers urged to fight closure. Jaguar car factory workers will be urged to fight the closure of the plant with a campaign which includes the threat of strike action.,Business
"Nun likes eating with Stewart. ALDERSON, W.VA. - The food at the Federal Correctons Camp is nothing to write home about - unless one is eating it with Martha Stewart.",Business
Israel to release prisoners in gesture to Egypt and Palestinians. The Israeli Cabinet agreed in principle on Sunday to release scores of Palestinian prisoners as a gesture to Egypt and Palestinian officials in the run,World
Spurrier Not Guaranteed Augusta Membership. Augusta National chairman Hootie Johnson said Friday that Steve Spurrier is not guaranteed a membership at the home of the Masters if he becomes the head football coach at South Carolina.,Sports
Redskins Sign Kicker for Bears Game (AP). AP - The Washington Redskins signed Ola Kimrin on Saturday to replace injured kicker John Hall.,Sports
"Bellamy happy at Newcastle United Football Club. Craig Bellamy has played down reports of a rift with Graeme Souness, and has insisted he is happy with life at Newcastle United Football Club.",Sports
NZ stocks: Down-time listings hold some interest. between results and annual meetings - the NZX is keeping investors interested with a small flurry of listings over the week ahead.,Business
"U.S.C., Miami Top B.C.S. Standings, Not Oklahoma. Southern California took the top spot Monday in the season's first Bowl Championship Series standings.",Sports
"#39;Bricolage #39; Barroso takes high risk EU gamble. By refusing to sack controversial new justice commissioner Rocco Buttiglione, the new Brussels chief may face a protest vote in the European Parliament next Wednesday.",World
"The worst sides of two nations on display. The UK newspaper The Guardian has undertaken a campaign urging its readers to write US voters in Clark County, Ohio and urge them to vote against President George W. Bush in the US presidential elections. They call this campaign Operation Clark County.",Sci_Tech
Report: Holyfield suspended indefinitely. NEW YORK (Ticker) - Evander Holyfield wanted to retire back on top. The New York State Athletic Commission apparently had other ideas.,Sports
Microsoft to Pay Novell $536 Million. Microsoft will pay Novell $536 million to settle an antitrust dispute. Novell plans to file a new suit againt Microsoft regarding word-processing software.,Business
"Afghanistan releases Taliban prisoners. Hundreds of Pakistanis who have fought alongside the Taliban against US-led forces have been released from an Afghan jail. The 368 prisoners, the last of more than 2500 Pakistanis captured during the overthrow",World
"BT Reaches New Broadband Heights. UK telecom giant BT announced its best-ever quarter in terms of wholesale broadband connections. In the three months to Sept. 30, the carrier had more than 600,000 new connections.",Sci_Tech
"Mother-In-Law of Slain Teamster Arrested (AP). AP - Salvadoran police have arrested the mother-in-law of a U.S. Teamster gunned down in El Salvador last month, along with five other suspects, describing the slaying as a contract killing that was the result of a family dispute.",World
"New faces and old to rule Jakarta. Indonesia #39;s newly elected President Susilo Bambang Yudhoyono announced his Cabinet late Wednesday, installing professionals and several women in key posts but also appointing retired generals and holdovers from past governments",World
Gay Marriage Issue Motivates Conservatives (AP). AP - Gay marriage is emerging as a big enough issue in several states to influence races both for Congress and the presidency.,World
"Lyx - WYSIWYM Document Processing. WYSIWYG is dead; long live WYSIWYM - What You See Is What You Mean! Well, perhaps that's an exaggeration. WYSIWYG seemed like a great idea last century ;-). With all the latest display and print technology, one could craft a document on screen and see it how it would be printed. The WYSIWYG paradigm has become so entrenched in UI design it's almost taken for granted by users and developers.",Sci_Tech
"Kerry Will Begin Ad Blitz in Seven States (AP). AP - John Kerry will begin his post-Labor Day advertising blitz in seven states from New Hampshire to New Mexico, his political Ground Zero for a #36;50 million campaign scheduled to expand into another 13 states by Nov. 2.",World
Justice OKs Cingular-AT amp;T Wireless deal. million for new Cingular and 40.4 million for Verizon Wireless. ADDS new final graf with stock prices. By CURT ANDERSON. WASHINGTON-- Justice Department antitrust regulators cleared the way Monday for Cingular,Business
Word From on High: Jam Cell Calls. Four churches in Mexico have unobtrusively installed Israeli-made cell-phone jammers to thwart those who don't seem to understand they should turn the thing off in during services or weddings. They're not the only ones in the world to do it.,Sci_Tech
"Snow: Oil Prices a Risk to Global Growth. WASHINGTON (Reuters) - U.S. Treasury Secretary John Snow on Friday said higher oil prices were a risk to global growth, but were unlikely to trigger a recession.",Business
"palmOne Announces the Tungsten T5. Its not really much of a surprise at this point, but at least we can now openly talk about the T5 and its specs. The palmOne Tungsten T5 features a Tungsten E-esque design, a brilliant 320x480 display, 256MB RAM, Bluetooth and several software updates.",Sci_Tech
